"actor_id","emissions_id","year","total_emissions","datasource_id"
"HK HKG","CDPCitiesTargets:2021:target:HK HKG",2050,0,"CDPCitiesTargets:2021"
"BR RIO","CDPCitiesTargets:2021:base:BR RIO",2017,11342945,"CDPCitiesTargets:2021"
"BR RIO","CDPCitiesTargets:2021:target:BR RIO",2030,9074356,"CDPCitiesTargets:2021"
"JP KIJ","CDPCitiesTargets:2021:base:JP KIJ",2013,7908000,"CDPCitiesTargets:2021"
"JP KIJ","CDPCitiesTargets:2021:target:JP KIJ",2050,1581600,"CDPCitiesTargets:2021"
"NZ AKL","CDPCitiesTargets:2021:base:NZ AKL",2016,9921457,"CDPCitiesTargets:2021"
"NZ AKL","CDPCitiesTargets:2021:target:NZ AKL",2030,4960728.5,"CDPCitiesTargets:2021"
"PE SDR","CDPCitiesTargets:2021:base:PE SDR",2017,159110,"CDPCitiesTargets:2021"
"PE SDR","CDPCitiesTargets:2021:target:PE SDR",2025,4773.3,"CDPCitiesTargets:2021"
"IT FLR","CDPCitiesTargets:2021:base:IT FLR",2005,2519980,"CDPCitiesTargets:2021"
"IT FLR","CDPCitiesTargets:2021:target:IT FLR",2050,503996,"CDPCitiesTargets:2021"
"IT FLR","CDPCitiesTargets:2021:base:IT FLR",2005,2519980,"CDPCitiesTargets:2021"
"IT FLR","CDPCitiesTargets:2021:target:IT FLR",2050,503996,"CDPCitiesTargets:2021"
"JP OKI","CDPCitiesTargets:2021:base:JP OKI",2013,1913,"CDPCitiesTargets:2021"
"JP OKI","CDPCitiesTargets:2021:target:JP OKI",2030,1134.409,"CDPCitiesTargets:2021"
"FR URO","CDPCitiesTargets:2021:target:FR URO",2050,10351,"CDPCitiesTargets:2021"
"JP TZK","CDPCitiesTargets:2021:base:JP TZK",1990,670000,"CDPCitiesTargets:2021"
"JP TZK","CDPCitiesTargets:2021:target:JP TZK",2050,335000,"CDPCitiesTargets:2021"
"PE SDR","CDPCitiesTargets:2021:base:PE SDR",2017,2040,"CDPCitiesTargets:2021"
"PE SDR","CDPCitiesTargets:2021:target:PE SDR",2050,20.4,"CDPCitiesTargets:2021"
"NO OSL","CDPCitiesTargets:2021:base:NO OSL",2009,1509773.9,"CDPCitiesTargets:2021"
"NO OSL","CDPCitiesTargets:2021:target:NO OSL",2030,75488.695,"CDPCitiesTargets:2021"
"ES VLC","CDPCitiesTargets:2021:target:ES VLC",2030,1073649.72,"CDPCitiesTargets:2021"
"ES VIT","CDPCitiesTargets:2021:base:ES VIT",2006,269927,"CDPCitiesTargets:2021"
"ES VIT","CDPCitiesTargets:2021:target:ES VIT",2020,241314.738,"CDPCitiesTargets:2021"
"FI ES2","CDPCitiesTargets:2021:base:FI ES2",1990,1060217,"CDPCitiesTargets:2021"
"FI ES2","CDPCitiesTargets:2021:target:FI ES2",2030,0,"CDPCitiesTargets:2021"
"MX TLC","CDPCitiesTargets:2021:base:MX TLC",2010,4456893,"CDPCitiesTargets:2021"
"MX TLC","CDPCitiesTargets:2021:target:MX TLC",2016,4412324.07,"CDPCitiesTargets:2021"
"NO BGO","CDPCitiesTargets:2021:target:NO BGO",2030,0,"CDPCitiesTargets:2021"
"TZ DAR","CDPCitiesTargets:2021:base:TZ DAR",2000,34019427,"CDPCitiesTargets:2021"
"TZ DAR","CDPCitiesTargets:2021:target:TZ DAR",2015,27215541.6,"CDPCitiesTargets:2021"
"DE BER","CDPCitiesTargets:2021:base:DE BER",1990,29300000,"CDPCitiesTargets:2021"
"DE BER","CDPCitiesTargets:2021:target:DE BER",2050,1465000,"CDPCitiesTargets:2021"
"DK MID","CDPCitiesTargets:2021:base:DK MID",2010,362234,"CDPCitiesTargets:2021"
"DK MID","CDPCitiesTargets:2021:target:DK MID",2030,108670.2,"CDPCitiesTargets:2021"
"NO ARE","CDPCitiesTargets:2021:base:NO ARE",2009,227000,"CDPCitiesTargets:2021"
"NO ARE","CDPCitiesTargets:2021:target:NO ARE",2040,54480,"CDPCitiesTargets:2021"
"PT GUI","CDPCitiesTargets:2021:base:PT GUI",2008,691383742.02,"CDPCitiesTargets:2021"
"PT GUI","CDPCitiesTargets:2021:target:PT GUI",2020,553106993.616,"CDPCitiesTargets:2021"
"MX HMO","CDPCitiesTargets:2021:base:MX HMO",2015,7700073,"CDPCitiesTargets:2021"
"MX HMO","CDPCitiesTargets:2021:BAU:MX HMO",2050,13748689,"CDPCitiesTargets:2021"
"GB SUN","CDPCitiesTargets:2021:base:GB SUN",2015,1398700,"CDPCitiesTargets:2021"
"GB SUN","CDPCitiesTargets:2021:target:GB SUN",2020,1173509.3,"CDPCitiesTargets:2021"
"ES BCN","CDPCitiesTargets:2021:base:ES BCN",2008,2164000,"CDPCitiesTargets:2021"
"ES BCN","CDPCitiesTargets:2021:target:ES BCN",2020,2142360,"CDPCitiesTargets:2021"
"SE UME","CDPCitiesTargets:2021:base:SE UME",1990,390887,"CDPCitiesTargets:2021"
"SE UME","CDPCitiesTargets:2021:target:SE UME",2045,0,"CDPCitiesTargets:2021"
"DE BER","CDPCitiesTargets:2021:base:DE BER",1990,29300000,"CDPCitiesTargets:2021"
"DE BER","CDPCitiesTargets:2021:target:DE BER",2030,11720000,"CDPCitiesTargets:2021"
"ES BCN","CDPCitiesTargets:2021:base:ES BCN",2008,327580,"CDPCitiesTargets:2021"
"ES BCN","CDPCitiesTargets:2021:target:ES BCN",2020,85170.8,"CDPCitiesTargets:2021"
"VN VCA","CDPCitiesTargets:2021:base:VN VCA",2017,3779328,"CDPCitiesTargets:2021"
"VN VCA","CDPCitiesTargets:2021:BAU:VN VCA",2030,4101450,"CDPCitiesTargets:2021"
"KR CHC","CDPCitiesTargets:2021:base:KR CHC",2017,86000,"CDPCitiesTargets:2021"
"KR CHC","CDPCitiesTargets:2021:target:KR CHC",2040,0,"CDPCitiesTargets:2021"
"MX MEX","CDPCitiesTargets:2021:target:MX MEX",2020,1e+07,"CDPCitiesTargets:2021"
"GB CDF","CDPCitiesTargets:2021:base:GB CDF",2005,2682000,"CDPCitiesTargets:2021"
"GB CDF","CDPCitiesTargets:2021:target:GB CDF",2020,1984680,"CDPCitiesTargets:2021"
"IS REY","CDPCitiesTargets:2021:base:IS REY",2019,340921,"CDPCitiesTargets:2021"
"IS REY","CDPCitiesTargets:2021:target:IS REY",2030,170460.5,"CDPCitiesTargets:2021"
"SE MMA","CDPCitiesTargets:2021:base:SE MMA",1990,1460000,"CDPCitiesTargets:2021"
"SE MMA","CDPCitiesTargets:2021:target:SE MMA",2030,438000,"CDPCitiesTargets:2021"
"KR SUO","CDPCitiesTargets:2021:base:KR SUO",2005,5843189,"CDPCitiesTargets:2021"
"KR SUO","CDPCitiesTargets:2021:target:KR SUO",2030,4382391.75,"CDPCitiesTargets:2021"
"NL NIJ","CDPCitiesTargets:2021:target:NL NIJ",2045,0,"CDPCitiesTargets:2021"
"CR BLN","CDPCitiesTargets:2021:base:CR BLN",2017,93583.57,"CDPCitiesTargets:2021"
"CR BLN","CDPCitiesTargets:2021:target:CR BLN",2021,88904.3915,"CDPCitiesTargets:2021"
"AU MEL","CDPCitiesTargets:2021:target:AU MEL",2040,0,"CDPCitiesTargets:2021"
"ZA CPT","CDPCitiesTargets:2021:base:ZA CPT",2016,21252347,"CDPCitiesTargets:2021"
"ZA CPT","CDPCitiesTargets:2021:target:ZA CPT",2030,19252501.1473,"CDPCitiesTargets:2021"
"DK HVV","CDPCitiesTargets:2021:target:DK HVV",2050,0,"CDPCitiesTargets:2021"
"IT GOA","CDPCitiesTargets:2021:base:IT GOA",2005,2271913,"CDPCitiesTargets:2021"
"IT GOA","CDPCitiesTargets:2021:target:IT GOA",2030,1363147.8,"CDPCitiesTargets:2021"
"IT GOA","CDPCitiesTargets:2021:base:IT GOA",2005,2271913,"CDPCitiesTargets:2021"
"IT GOA","CDPCitiesTargets:2021:target:IT GOA",2030,1363147.8,"CDPCitiesTargets:2021"
"TR GZT","CDPCitiesTargets:2021:base:TR GZT",2015,6408191,"CDPCitiesTargets:2021"
"TR GZT","CDPCitiesTargets:2021:target:TR GZT",2030,3844914.6,"CDPCitiesTargets:2021"
"AU ADL","CDPCitiesTargets:2021:base:AU ADL",2007,1252913,"CDPCitiesTargets:2021"
"AU ADL","CDPCitiesTargets:2021:target:AU ADL",2020,814393.45,"CDPCitiesTargets:2021"
"SE KID","CDPCitiesTargets:2021:base:SE KID",2010,169345,"CDPCitiesTargets:2021"
"SE KID","CDPCitiesTargets:2021:target:SE KID",2030,50803.5,"CDPCitiesTargets:2021"
"GB BOH","CDPCitiesTargets:2021:base:GB BOH",2017,1943330,"CDPCitiesTargets:2021"
"GB BOH","CDPCitiesTargets:2021:target:GB BOH",2050,0,"CDPCitiesTargets:2021"
"JP TSB","CDPCitiesTargets:2021:base:JP TSB",2013,2053000,"CDPCitiesTargets:2021"
"JP TSB","CDPCitiesTargets:2021:target:JP TSB",2050,410600,"CDPCitiesTargets:2021"
"IT QCS","CDPCitiesTargets:2021:base:IT QCS",2013,238457,"CDPCitiesTargets:2021"
"IT QCS","CDPCitiesTargets:2021:target:IT QCS",2030,185996.46,"CDPCitiesTargets:2021"
"JP IAK","CDPCitiesTargets:2021:base:JP IAK",1990,1760464,"CDPCitiesTargets:2021"
"JP IAK","CDPCitiesTargets:2021:target:JP IAK",2020,1408723.2928,"CDPCitiesTargets:2021"
"TW TNN","CDPCitiesTargets:2021:base:TW TNN",2005,19510422,"CDPCitiesTargets:2021"
"TW TNN","CDPCitiesTargets:2021:target:TW TNN",2030,15608337.6,"CDPCitiesTargets:2021"
"ZA PRY","CDPCitiesTargets:2021:target:ZA PRY",2030,12943920,"CDPCitiesTargets:2021"
"PE LIM","CDPCitiesTargets:2021:base:PE LIM",2015,15789438,"CDPCitiesTargets:2021"
"PE LIM","CDPCitiesTargets:2021:target:PE LIM",2030,11052606.6,"CDPCitiesTargets:2021"
"BG SOF","CDPCitiesTargets:2021:base:BG SOF",2007,5672432,"CDPCitiesTargets:2021"
"BG SOF","CDPCitiesTargets:2021:target:BG SOF",2030,3403459.2,"CDPCitiesTargets:2021"
"IT QCS","CDPCitiesTargets:2021:target:IT QCS",2030,89271,"CDPCitiesTargets:2021"
"MA CAS","CDPCitiesTargets:2021:target:MA CAS",2030,24190000,"CDPCitiesTargets:2021"
"AR BRC","CDPCitiesTargets:2021:base:AR BRC",2014,900055.66,"CDPCitiesTargets:2021"
"AR BRC","CDPCitiesTargets:2021:BAU:AR BRC",2030,2359283,"CDPCitiesTargets:2021"
"GB MNC","CDPCitiesTargets:2021:target:GB MNC",2020,1932.26,"CDPCitiesTargets:2021"
"AR VNT","CDPCitiesTargets:2021:base:AR VNT",2016,402556.12,"CDPCitiesTargets:2021"
"AR VNT","CDPCitiesTargets:2021:BAU:AR VNT",2030,606702,"CDPCitiesTargets:2021"
"JP MYJ","CDPCitiesTargets:2021:base:JP MYJ",2013,5545007,"CDPCitiesTargets:2021"
"JP MYJ","CDPCitiesTargets:2021:target:JP MYJ",2030,4047855.11,"CDPCitiesTargets:2021"
"NL NIJ","CDPCitiesTargets:2021:target:NL NIJ",2030,436467,"CDPCitiesTargets:2021"
"SE GOT","CDPCitiesTargets:2021:base:SE GOT",2018,2401845,"CDPCitiesTargets:2021"
"SE GOT","CDPCitiesTargets:2021:target:SE GOT",2030,709112,"CDPCitiesTargets:2021"
"SE GOT","CDPCitiesTargets:2021:base:SE GOT",2018,2401845,"CDPCitiesTargets:2021"
"SE GOT","CDPCitiesTargets:2021:target:SE GOT",2030,709112,"CDPCitiesTargets:2021"
"ES BCN","CDPCitiesTargets:2021:base:ES BCN",1992,4743380,"CDPCitiesTargets:2021"
"ES BCN","CDPCitiesTargets:2021:target:ES BCN",2050,0,"CDPCitiesTargets:2021"
"GB SUN","CDPCitiesTargets:2021:base:GB SUN",2015,1398700,"CDPCitiesTargets:2021"
"GB SUN","CDPCitiesTargets:2021:target:GB SUN",2030,246171.2,"CDPCitiesTargets:2021"
"DE RSK","CDPCitiesTargets:2021:base:DE RSK",1990,2331000,"CDPCitiesTargets:2021"
"DE RSK","CDPCitiesTargets:2021:target:DE RSK",2035,0,"CDPCitiesTargets:2021"
"CL ZAL","CDPCitiesTargets:2021:base:CL ZAL",2019,26710,"CDPCitiesTargets:2021"
"CL ZAL","CDPCitiesTargets:2021:BAU:CL ZAL",2030,11000,"CDPCitiesTargets:2021"
"BR SME","CDPCitiesTargets:2021:base:BR SME",2016,1065572.95,"CDPCitiesTargets:2021"
"BR SME","CDPCitiesTargets:2021:target:BR SME",2030,988851.6976,"CDPCitiesTargets:2021"
"IN STV","CDPCitiesTargets:2021:base:IN STV",2019,6080000,"CDPCitiesTargets:2021"
"IN STV","CDPCitiesTargets:2021:target:IN STV",2030,3648000,"CDPCitiesTargets:2021"
"JP ITB","CDPCitiesTargets:2021:base:JP ITB",1990,2242000,"CDPCitiesTargets:2021"
"JP ITB","CDPCitiesTargets:2021:target:JP ITB",2020,2201644,"CDPCitiesTargets:2021"
"BR REC","CDPCitiesTargets:2021:target:BR REC",2050,0,"CDPCitiesTargets:2021"
"JP OKI","CDPCitiesTargets:2021:base:JP OKI",2010,42665,"CDPCitiesTargets:2021"
"JP OKI","CDPCitiesTargets:2021:target:JP OKI",2020,34302.66,"CDPCitiesTargets:2021"
"NL RTM","CDPCitiesTargets:2021:base:NL RTM",1990,23700000,"CDPCitiesTargets:2021"
"NL RTM","CDPCitiesTargets:2021:target:NL RTM",2030,12087000,"CDPCitiesTargets:2021"
"NL AMS","CDPCitiesTargets:2021:base:NL AMS",1990,3810000,"CDPCitiesTargets:2021"
"NL AMS","CDPCitiesTargets:2021:target:NL AMS",2025,3619500,"CDPCitiesTargets:2021"
"CO CTG","CDPCitiesTargets:2021:base:CO CTG",2015,5384595,"CDPCitiesTargets:2021"
"CO CTG","CDPCitiesTargets:2021:BAU:CO CTG",2050,12836939,"CDPCitiesTargets:2021"
"GB WAN","CDPCitiesTargets:2021:target:GB WAN",2050,0,"CDPCitiesTargets:2021"
"AR MDZ","CDPCitiesTargets:2021:base:AR MDZ",2018,708779.02,"CDPCitiesTargets:2021"
"AR MDZ","CDPCitiesTargets:2021:BAU:AR MDZ",2030,768192.95,"CDPCitiesTargets:2021"
"GB MNC","CDPCitiesTargets:2021:target:GB MNC",2038,0.06,"CDPCitiesTargets:2021"
"AR CNQ","CDPCitiesTargets:2021:base:AR CNQ",2018,1122935.52,"CDPCitiesTargets:2021"
"AR CNQ","CDPCitiesTargets:2021:BAU:AR CNQ",2030,1312970.46,"CDPCitiesTargets:2021"
"PT TVE","CDPCitiesTargets:2021:base:PT TVE",2009,392.79,"CDPCitiesTargets:2021"
"PT TVE","CDPCitiesTargets:2021:target:PT TVE",2050,0,"CDPCitiesTargets:2021"
"CR QPS","CDPCitiesTargets:2021:base:CR QPS",2018,68384.51,"CDPCitiesTargets:2021"
"CR QPS","CDPCitiesTargets:2021:target:CR QPS",2025,68316.12549,"CDPCitiesTargets:2021"
"JP TOY","CDPCitiesTargets:2021:base:JP TOY",2005,4047000,"CDPCitiesTargets:2021"
"JP TOY","CDPCitiesTargets:2021:target:JP TOY",2050,0,"CDPCitiesTargets:2021"
"AR CPC","CDPCitiesTargets:2021:base:AR CPC",2018,250690.42,"CDPCitiesTargets:2021"
"AR CPC","CDPCitiesTargets:2021:BAU:AR CPC",2030,486354.76,"CDPCitiesTargets:2021"
"CR SJO","CDPCitiesTargets:2021:base:CR SJO",2017,617188,"CDPCitiesTargets:2021"
"CR SJO","CDPCitiesTargets:2021:target:CR SJO",2025,604844.24,"CDPCitiesTargets:2021"
"JP KKJ","CDPCitiesTargets:2021:base:JP KKJ",2005,16350000,"CDPCitiesTargets:2021"
"JP KKJ","CDPCitiesTargets:2021:target:JP KKJ",2020,15042000,"CDPCitiesTargets:2021"
"JP HKY","CDPCitiesTargets:2021:base:JP HKY",2013,3444,"CDPCitiesTargets:2021"
"JP HKY","CDPCitiesTargets:2021:target:JP HKY",2030,2066.4,"CDPCitiesTargets:2021"
"ES BCN","CDPCitiesTargets:2021:base:ES BCN",2007,1189840,"CDPCitiesTargets:2021"
"ES BCN","CDPCitiesTargets:2021:target:ES BCN",2020,868583.2,"CDPCitiesTargets:2021"
"BR CPS","CDPCitiesTargets:2021:base:BR CPS",2016,2663901.43,"CDPCitiesTargets:2021"
"BR CPS","CDPCitiesTargets:2021:target:BR CPS",2030,2450789.3156,"CDPCitiesTargets:2021"
"JO AMM","CDPCitiesTargets:2021:base:JO AMM",2014,7400000,"CDPCitiesTargets:2021"
"JO AMM","CDPCitiesTargets:2021:BAU:JO AMM",2030,1.3e+07,"CDPCitiesTargets:2021"
"DK HLS","CDPCitiesTargets:2021:base:DK HLS",2008,415.41,"CDPCitiesTargets:2021"
"DK HLS","CDPCitiesTargets:2021:target:DK HLS",2030,103.8525,"CDPCitiesTargets:2021"
"JP IDA","CDPCitiesTargets:2021:base:JP IDA",2005,722000,"CDPCitiesTargets:2021"
"JP IDA","CDPCitiesTargets:2021:target:JP IDA",2050,0,"CDPCitiesTargets:2021"
"ID SUK","CDPCitiesTargets:2021:base:ID SUK",2015,300,"CDPCitiesTargets:2021"
"ID SUK","CDPCitiesTargets:2021:target:ID SUK",2025,75,"CDPCitiesTargets:2021"
"TZ DAR","CDPCitiesTargets:2021:base:TZ DAR",1994,1.03e+08,"CDPCitiesTargets:2021"
"TZ DAR","CDPCitiesTargets:2021:target:TZ DAR",2014,1.43e+08,"CDPCitiesTargets:2021"
"JP YIH","CDPCitiesTargets:2021:base:JP YIH",2013,1343,"CDPCitiesTargets:2021"
"JP YIH","CDPCitiesTargets:2021:target:JP YIH",2027,1082.0551,"CDPCitiesTargets:2021"
"PE SDR","CDPCitiesTargets:2021:base:PE SDR",2017,2040,"CDPCitiesTargets:2021"
"PE SDR","CDPCitiesTargets:2021:target:PE SDR",2050,40.8,"CDPCitiesTargets:2021"
"CR DE2","CDPCitiesTargets:2021:base:CR DE2",2017,120453.94,"CDPCitiesTargets:2021"
"CR DE2","CDPCitiesTargets:2021:target:CR DE2",2025,119249.4006,"CDPCitiesTargets:2021"
"CL PRO","CDPCitiesTargets:2021:base:CL PRO",2014,582233.64,"CDPCitiesTargets:2021"
"CL PRO","CDPCitiesTargets:2021:target:CL PRO",2030,291116.82,"CDPCitiesTargets:2021"
"EC CUE","CDPCitiesTargets:2021:base:EC CUE",2019,15827.15,"CDPCitiesTargets:2021"
"EC CUE","CDPCitiesTargets:2021:target:EC CUE",2023,12661.72,"CDPCitiesTargets:2021"
"KR TAE","CDPCitiesTargets:2021:base:KR TAE",2018,118381,"CDPCitiesTargets:2021"
"KR TAE","CDPCitiesTargets:2021:BAU:KR TAE",2030,118381,"CDPCitiesTargets:2021"
"CR DE2","CDPCitiesTargets:2021:base:CR DE2",2017,67610.41,"CDPCitiesTargets:2021"
"CR DE2","CDPCitiesTargets:2021:target:CR DE2",2022,66934.3059,"CDPCitiesTargets:2021"
"NO SAS","CDPCitiesTargets:2021:base:NO SAS",2009,232728,"CDPCitiesTargets:2021"
"NO SAS","CDPCitiesTargets:2021:target:NO SAS",2030,139636.8,"CDPCitiesTargets:2021"
"DK HLS","CDPCitiesTargets:2021:base:DK HLS",2008,415000,"CDPCitiesTargets:2021"
"DK HLS","CDPCitiesTargets:2021:target:DK HLS",2045,0,"CDPCitiesTargets:2021"
"BR REC","CDPCitiesTargets:2021:target:BR REC",2050,0,"CDPCitiesTargets:2021"
"SE STO","CDPCitiesTargets:2021:target:SE STO",2040,0,"CDPCitiesTargets:2021"
"TW TNN","CDPCitiesTargets:2021:base:TW TNN",2005,19510422,"CDPCitiesTargets:2021"
"TW TNN","CDPCitiesTargets:2021:target:TW TNN",2020,19120213.56,"CDPCitiesTargets:2021"
"JP MYO","CDPCitiesTargets:2021:base:JP MYO",2013,311877,"CDPCitiesTargets:2021"
"JP MYO","CDPCitiesTargets:2021:target:JP MYO",2025,255739.14,"CDPCitiesTargets:2021"
"JP SHO","CDPCitiesTargets:2021:base:JP SHO",2013,55422500,"CDPCitiesTargets:2021"
"JP SHO","CDPCitiesTargets:2021:target:JP SHO",2050,1113992.25,"CDPCitiesTargets:2021"
"MX CUL","CDPCitiesTargets:2021:base:MX CUL",2017,5545560,"CDPCitiesTargets:2021"
"MX CUL","CDPCitiesTargets:2021:target:MX CUL",2030,4880092.8,"CDPCitiesTargets:2021"
"GB SUN","CDPCitiesTargets:2021:base:GB SUN",2015,1398700,"CDPCitiesTargets:2021"
"GB SUN","CDPCitiesTargets:2021:target:GB SUN",2040,51751.9,"CDPCitiesTargets:2021"
"TR KAD","CDPCitiesTargets:2021:base:TR KAD",2016,1509302,"CDPCitiesTargets:2021"
"TR KAD","CDPCitiesTargets:2021:target:TR KAD",2030,905581.2,"CDPCitiesTargets:2021"
"TW TNN","CDPCitiesTargets:2021:base:TW TNN",2005,19510422,"CDPCitiesTargets:2021"
"TW TNN","CDPCitiesTargets:2021:target:TW TNN",2050,9755211,"CDPCitiesTargets:2021"
"JP UKY","CDPCitiesTargets:2021:target:JP UKY",2050,0,"CDPCitiesTargets:2021"
"IS REY","CDPCitiesTargets:2021:base:IS REY",2019,54524,"CDPCitiesTargets:2021"
"IS REY","CDPCitiesTargets:2021:target:IS REY",2030,0,"CDPCitiesTargets:2021"
"AR BUE","CDPCitiesTargets:2021:base:AR BUE",2015,13008741,"CDPCitiesTargets:2021"
"AR BUE","CDPCitiesTargets:2021:target:AR BUE",2050,2026103.6055054,"CDPCitiesTargets:2021"
"JP NQU","CDPCitiesTargets:2021:base:JP NQU",2013,492000,"CDPCitiesTargets:2021"
"JP NQU","CDPCitiesTargets:2021:target:JP NQU",2028,378987.6,"CDPCitiesTargets:2021"
"ID SRG","CDPCitiesTargets:2021:base:ID SRG",2013,4829715.14,"CDPCitiesTargets:2021"
"ID SRG","CDPCitiesTargets:2021:BAU:ID SRG",2030,13842511.12,"CDPCitiesTargets:2021"
"BD DAC","CDPCitiesTargets:2021:base:BD DAC",2018,17,"CDPCitiesTargets:2021"
"BD DAC","CDPCitiesTargets:2021:target:BD DAC",2050,0,"CDPCitiesTargets:2021"
"JP IAK","CDPCitiesTargets:2021:base:JP IAK",1990,1760464,"CDPCitiesTargets:2021"
"JP IAK","CDPCitiesTargets:2021:target:JP IAK",2050,528315.2464,"CDPCitiesTargets:2021"
"SE SKV","CDPCitiesTargets:2021:base:SE SKV",1990,149253,"CDPCitiesTargets:2021"
"LV RIX","CDPCitiesTargets:2021:base:LV RIX",1990,4400000,"CDPCitiesTargets:2021"
"LV RIX","CDPCitiesTargets:2021:target:LV RIX",2020,1760000,"CDPCitiesTargets:2021"
"TR IST","CDPCitiesTargets:2021:base:TR IST",2019,50888653,"CDPCitiesTargets:2021"
"TR IST","CDPCitiesTargets:2021:target:TR IST",2050,0,"CDPCitiesTargets:2021"
"JP MYO","CDPCitiesTargets:2021:base:JP MYO",2013,311877,"CDPCitiesTargets:2021"
"JP MYO","CDPCitiesTargets:2021:target:JP MYO",2030,230788.98,"CDPCitiesTargets:2021"
"AR BUE","CDPCitiesTargets:2021:base:AR BUE",2015,13008741,"CDPCitiesTargets:2021"
"AR BUE","CDPCitiesTargets:2021:target:AR BUE",2030,6131250.01810311,"CDPCitiesTargets:2021"
"SE UME","CDPCitiesTargets:2021:base:SE UME",1990,390887,"CDPCitiesTargets:2021"
"SE UME","CDPCitiesTargets:2021:target:SE UME",2025,195443.5,"CDPCitiesTargets:2021"
"UG KLA","CDPCitiesTargets:2021:base:UG KLA",2014,1594795.86,"CDPCitiesTargets:2021"
"UG KLA","CDPCitiesTargets:2021:BAU:UG KLA",2030,2187691.83,"CDPCitiesTargets:2021"
"IT LAQ","CDPCitiesTargets:2021:base:IT LAQ",2005,964425,"CDPCitiesTargets:2021"
"IT LAQ","CDPCitiesTargets:2021:target:IT LAQ",2020,771540,"CDPCitiesTargets:2021"
"IT LAQ","CDPCitiesTargets:2021:base:IT LAQ",2005,964425,"CDPCitiesTargets:2021"
"IT LAQ","CDPCitiesTargets:2021:target:IT LAQ",2020,771540,"CDPCitiesTargets:2021"
"DE HEI","CDPCitiesTargets:2021:base:DE HEI",2010,1225000,"CDPCitiesTargets:2021"
"GB SUN","CDPCitiesTargets:2021:base:GB SUN",2015,1398700,"CDPCitiesTargets:2021"
"GB SUN","CDPCitiesTargets:2021:target:GB SUN",2045,23777.9,"CDPCitiesTargets:2021"
"ES VIT","CDPCitiesTargets:2021:base:ES VIT",2006,841068,"CDPCitiesTargets:2021"
"ES VIT","CDPCitiesTargets:2021:target:ES VIT",2020,624913.524,"CDPCitiesTargets:2021"
"DK HVV","CDPCitiesTargets:2021:target:DK HVV",2035,0,"CDPCitiesTargets:2021"
"TR NIL","CDPCitiesTargets:2021:base:TR NIL",2013,2084,"CDPCitiesTargets:2021"
"TR NIL","CDPCitiesTargets:2021:target:TR NIL",2020,1667.2,"CDPCitiesTargets:2021"
"SE LUD","CDPCitiesTargets:2021:base:SE LUD",1990,451410,"CDPCitiesTargets:2021"
"SE LUD","CDPCitiesTargets:2021:target:SE LUD",2020,225705,"CDPCitiesTargets:2021"
"GI GIB","CDPCitiesTargets:2021:target:GI GIB",2045,0,"CDPCitiesTargets:2021"
"JP KKJ","CDPCitiesTargets:2021:base:JP KKJ",2005,16350000,"CDPCitiesTargets:2021"
"JP KKJ","CDPCitiesTargets:2021:target:JP KKJ",2050,8175000,"CDPCitiesTargets:2021"
"IT MIL","CDPCitiesTargets:2021:base:IT MIL",2005,7418000,"CDPCitiesTargets:2021"
"IT MIL","CDPCitiesTargets:2021:target:IT MIL",2050,0,"CDPCitiesTargets:2021"
"IT MIL","CDPCitiesTargets:2021:base:IT MIL",2005,7418000,"CDPCitiesTargets:2021"
"IT MIL","CDPCitiesTargets:2021:target:IT MIL",2050,0,"CDPCitiesTargets:2021"
"JP TSB","CDPCitiesTargets:2021:base:JP TSB",2013,2053000,"CDPCitiesTargets:2021"
"JP TSB","CDPCitiesTargets:2021:target:JP TSB",2030,1519220,"CDPCitiesTargets:2021"
"AU SYD","CDPCitiesTargets:2021:target:AU SYD",2050,0,"CDPCitiesTargets:2021"
"MY MUA","CDPCitiesTargets:2021:base:MY MUA",2017,1620000,"CDPCitiesTargets:2021"
"MY MUA","CDPCitiesTargets:2021:target:MY MUA",2030,4378000,"CDPCitiesTargets:2021"
"JP SUI","CDPCitiesTargets:2021:base:JP SUI",2013,2232000,"CDPCitiesTargets:2021"
"JP SUI","CDPCitiesTargets:2021:target:JP SUI",2028,1116000,"CDPCitiesTargets:2021"
"JP S67","CDPCitiesTargets:2021:base:JP S67",2006,6033,"CDPCitiesTargets:2021"
"JP S67","CDPCitiesTargets:2021:target:JP S67",2018,4084.341,"CDPCitiesTargets:2021"
"IT MIL","CDPCitiesTargets:2021:base:IT MIL",2005,7418000,"CDPCitiesTargets:2021"
"IT MIL","CDPCitiesTargets:2021:target:IT MIL",2030,4079900,"CDPCitiesTargets:2021"
"IT MIL","CDPCitiesTargets:2021:base:IT MIL",2005,7418000,"CDPCitiesTargets:2021"
"IT MIL","CDPCitiesTargets:2021:target:IT MIL",2030,4079900,"CDPCitiesTargets:2021"
"SE SKV","CDPCitiesTargets:2021:target:SE SKV",2050,22388,"CDPCitiesTargets:2021"
"IT FLR","CDPCitiesTargets:2021:base:IT FLR",2018,462742,"CDPCitiesTargets:2021"
"IT FLR","CDPCitiesTargets:2021:target:IT FLR",2030,421095.22,"CDPCitiesTargets:2021"
"IT FLR","CDPCitiesTargets:2021:base:IT FLR",2018,462742,"CDPCitiesTargets:2021"
"IT FLR","CDPCitiesTargets:2021:target:IT FLR",2030,421095.22,"CDPCitiesTargets:2021"
